path,modified_time
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\CustomDestinations,2022-05-02 오전 4:22:14
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs,2022-05-02 오전 5:15:39
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility,2022-05-02 오전 5:15:24
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories,2022-05-02 오전 5:15:22
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Chrome 앱,2022-05-02 오전 5:15:17
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Discord Inc,2022-05-02 오전 5:15:15
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Event Log Explorer,2022-05-02 오전 5:15:12
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,2022-05-02 오전 5:15:39
C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Windows PowerShell,2022-05-02 오전 5:15:19
C:\Users\User\AppData\Roaming\Microsoft\Windows\Themes,2022-05-02 오전 4:17:37
C:\Users\User\AppData\Roaming\Visual Studio Setup,2022-12-13 오전 12:28:12
C:\Users\User\Desktop,2022-11-10 오후 9:18:25
C:\Users\User\Desktop\SecurityFirst\Newbie Digital Forensics,2022-03-28 오후 8:04:18
C:\Users\User\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\datareporting\glean\db,2022-03-05 오후 9:30:12
C:\Users\User\Downloads,2021-11-03 오후 10:54:57
C:\Users\User\Pictures\Camera Roll,2021-12-01 오후 12:28:36
C:\Virtual Machines,2022-05-13 오전 12:48:17
C:\Virtual Machines\Windows 10 x64,2021-10-07 오후 10:44:23
C:\Windows,2022-11-28 오후 9:32:04
C:\Windows 10 x64.vmdk_Partition 2 [60851MB]_NONAME [NTFS],2022-03-05 오전 1:03:50
C:\Windows\addins,2022-03-25 오전 10:55:08
C:\Windows\appcompat,2022-11-28 오후 5:49:31
C:\Windows\appcompat\appraiser,2022-11-28 오후 5:49:26
C:\Windows\appcompat\appraiser\AltData,2022-11-28 오후 5:49:26
C:\Windows\appcompat\encapsulation,2022-11-28 오후 5:49:29
C:\Windows\appcompat\Programs,2022-11-28 오후 5:49:21
C:\Windows\appcompat\Programs\Install,2022-11-28 오후 5:49:21
C:\Windows\appcompat\UA,2022-11-28 오후 5:49:31
C:\Windows\apppatch,2022-11-28 오후 5:49:43
C:\Windows\apppatch\AppPatch64,2022-11-28 오후 5:49:38
C:\Windows\apppatch\Custom,2022-11-28 오후 5:49:40
C:\Windows\apppatch\Custom\Custom64,2022-11-28 오후 5:49:40
C:\Windows\apppatch\CustomSDB,2022-11-28 오후 5:49:43
C:\Windows\PolicyDefinitions,2022-03-25 오전 10:54:54
C:\Windows\prefetch,2022-03-25 오전 10:34:07
C:\Windows\prefetch\ReadyBoot,2022-03-25 오전 10:34:07
C:\Windows\ServiceProfiles,2022-05-01 오후 4:32:16
C:\Windows\ServiceProfiles\LocalService,2022-04-30 오전 3:20:30
C:\Windows\ServiceProfiles\NetworkService,2022-04-30 오전 2:20:42
C:\Windows\System,2022-11-28 오후 5:48:55
C:\Windows\System32,2022-04-30 오전 3:23:55
C:\Windows\System32\config,2022-04-30 오전 3:23:55
C:\Windows\System\Speech,2022-11-28 오후 5:48:55
C:\Windows\SystemApps,2022-11-28 오후 5:50:21
C:\Windows\SysWOW64,2021-11-27 오후 8:18:08
C:\Windows\WinSxS,2022-03-25 오전 10:54:45
C:\Windows\WinSxS\amd64_c_fsinfrastructure.inf.resources_31bf3856ad364e35_10.0.19041.1_ko-kr_2c3007220029fc34,2022-03-25 오전 10:54:45
C:\winprefetchview-x64,2022-12-12 오후 9:27:35
C:\YISF,2021-11-14 오후 4:38:37
C:\YISF\2021,2021-11-14 오후 4:38:37
Calculator,2021-10-31 오전 1:26:36
Calculator\.vs,2021-10-31 오전 1:23:24
Calculator\.vs\Calculator,2021-10-31 오전 1:23:28
Calculator\.vs\Calculator\DesignTimeBuild,2021-10-31 오전 1:23:25
Calculator\.vs\Calculator\v16,2021-10-31 오전 1:23:28
Calculator\Calculator,2021-10-31 오전 1:24:43
Calculator\Calculator\obj,2021-10-31 오전 1:24:44
Calculator\Calculator\obj\Debug,2021-10-31 오전 1:22:35
Calculator\Calculator\obj\Debug\net5.0-windows,2021-10-31 오전 1:24:51
Calculator\Calculator\obj\Debug\net5.0-windows\Costura,2021-10-31 오전 1:23:02
Calculator\Calculator\obj\Debug\net5.0-windows\ref,2021-10-31 오전 1:23:01
Calculator\Calculator\obj\Debug\net5.0-windows\TempPE,2021-10-31 오전 1:22:59
Calculator\Calculator\obj\Release,2021-10-31 오전 1:23:07
Calculator\Calculator\obj\Release\net5.0-windows,2021-10-31 오전 1:23:14
Calculator\Calculator\obj\Release\net5.0-windows\Costura,2021-10-31 오전 1:23:14
Calculator\Calculator\obj\Release\net5.0-windows\ref,2021-10-31 오전 1:23:12
Calculator\Calculator\Properties,2021-10-31 오전 1:23:20
Calculator\net5.0-windows,2021-10-31 오전 1:24:35
Calculator\net5.0-windows\ref,2021-10-31 오전 1:24:35
Case_Crawler,2022-11-14 오후 10:47:24
Case_Crawler,2022-11-25 오후 8:02:10
Case_Crawler-main,2022-11-14 오후 10:46:50
Chat-App-main,2022-05-26 오후 10:22:46
Chat-App-main\emojis,2022-05-26 오후 10:22:46
CKVIP 피들러 파일,2021-10-07 오후 10:07:17
CKVIP 피들러 파일,2021-10-07 오후 9:52:17
CKVIP 피들러 파일\CK_VIP,2021-10-07 오후 10:07:17
CrowdResponse,2022-03-28 오전 2:39:58
D:\,2022-09-24 오후 1:37:59
D:\(Y1'JHI,2021-10-07 오후 11:49:30
D:\goodsample,2022-09-18 오후 6:44:41
D:\msdownld.tmp,2022-06-20 오전 12:38:08
D:\Nexon,2022-04-13 오전 9:48:13
D:\Nexon\DNFM,2022-04-13 오전 9:48:13
D:\Riot Games,2022-02-05 오후 2:26:27
D:\Riot Games\League of Legends,2022-02-05 오후 2:26:25
D:\Riot Games\Riot Client,2022-02-05 오후 2:26:27
D:\Windows 7 x64 (Malware Analysis),2021-12-21 오후 1:38:30
DefaultProject,2021-10-26 오전 12:14:59
Desktop,2022-02-07 오후 7:53:22
Desktop,2021-12-30 오전 1:05:18
Desktop,2021-12-17 오후 4:53:00
desktop-242f37a_2022.12.12_20.50.42,2022-12-12 오후 8:50:48
desktop-242f37a_2022.12.12_20.58.41,2022-12-12 오후 8:58:52
desktop-242f37a_2022.12.12_20.58.41\json,2022-12-12 오후 8:58:52
desktop-242f37a_2022.12.12_21.57.46,2022-12-12 오후 9:58:15
desktop-242f37a_2022.12.12_21.57.46\csv,2022-12-12 오후 9:58:15
desktop-242f37a_2022.12.12_21.57.46\json,2022-12-12 오후 9:58:06
desktop-242f37a_2022.12.12_21.59.25,2022-12-12 오후 9:59:47
desktop-242f37a_2022.12.12_21.59.25\csv,2022-12-12 오후 9:59:47
desktop-242f37a_2022.12.13_00.35.01,2022-12-13 오전 12:41:10
desktop-242f37a_2022.12.13_00.35.01\csv,2022-12-13 오전 12:36:48
desktop-242f37a_2022.12.13_00.35.01\json,2022-12-13 오전 12:37:24
desktop-242f37a_2022.12.13_00.44.32,2022-12-13 오전 12:45:26
desktop-242f37a_2022.12.13_00.44.32\csv,2022-12-13 오전 12:45:26
desktop-242f37a_2022.12.13_00.49.52,2022-12-13 오전 12:52:02
desktop-242f37a_2022.12.13_00.49.52\csv,2022-12-13 오전 12:52:02
desktop-242f37a_2022.12.13_01.02.25,2022-12-13 오전 1:03:42
desktop-242f37a_2022.12.13_01.02.25\csv,2022-12-13 오전 1:03:42
desktop-242f37a_2022.12.13_01.09.10,2022-12-13 오전 1:09:47
desktop-242f37a_2022.12.13_01.09.10\csv,2022-12-13 오전 1:09:47
desktop-242f37a_2022.12.13_10.07.36,2022-12-13 오전 10:09:44
desktop-242f37a_2022.12.13_10.07.36\json,2022-12-13 오전 10:09:44
desktop-242f37a_2022.12.13_12.26.10,2022-12-13 오후 12:26:27
desktop-242f37a_2022.12.13_12.26.10\csv,2022-12-13 오후 12:26:27
desktop-242f37a_2022.12.13_12.26.34,2022-12-13 오후 12:26:40
desktop-242f37a_2022.12.13_12.26.34\json,2022-12-13 오후 12:26:40
desktop-242f37a_2022.12.13_12.39.18,2022-12-13 오후 12:41:04
desktop-242f37a_2022.12.13_12.39.18\json,2022-12-13 오후 12:41:04
desktop-242f37a_2022.12.13_12.55.21,2022-12-13 오후 10:00:24
desktop-242f37a_2022.12.13_12.55.21,2022-12-13 오후 12:55:33
desktop-242f37a_2022.12.13_12.55.21\json,2022-12-13 오후 12:55:33
desktop-242f37a_2022.12.16_20.29.26,2022-12-16 오후 8:32:34
desktop-242f37a_2022.12.16_20.29.26\json,2022-12-16 오후 8:32:34
Desktop\CliSvc.exe 분석,2021-12-29 오후 10:50:17
Desktop\~ER_dll,2021-12-29 오후 10:50:53
DF_CAT_Forensic_Tool,2022-12-13 오전 12:06:44
DF_CAT_Forensic_Tool\artifact_parser,2022-12-13 오전 12:06:44
dtd,2022-03-17 오후 10:48:51
E:\,2022-03-17 오후 10:23:44
ErrorCheck,2021-10-26 오전 12:15:16
ErrorCheck\.vs,2021-10-26 오전 12:15:16
ErrorCheck\.vs\ErrorCheck,2021-10-26 오전 12:15:16
EventLog,2022-04-25 오전 2:44:27
F:\,2022-05-07 오후 10:21:07
F:\,2022-09-24 오후 1:37:35
F:\Digit,2022-05-07 오후 10:21:07
F:\System Volume Information,2022-05-07 오후 7:00:59
GenericBasic,2021-11-19 오후 12:15:55
hexrays_sdk,2021-10-07 오후 9:44:33
hexrays_sdk\include,2021-10-07 오후 9:44:29
hexrays_sdk\plugins,2021-10-07 오후 9:44:31
hexrays_sdk\verifier,2021-10-07 오후 9:44:33
IDA 7.2,2021-10-27 오후 11:33:30
IDA 7.2,2021-10-07 오후 10:26:55
IDA_Pro_7.5,2021-10-30 오후 5:04:45
idasdk72,2022-06-01 오후 9:41:06
idasdk72,2021-10-07 오후 9:45:23
idasdk72\bin,2021-10-07 오후 9:45:23
idasdk72\ida7_guides,2021-10-07 오후 9:45:11
idasdk72\ldr,2021-10-07 오후 9:45:16
idasdk72\plugins,2021-10-07 오후 9:45:20
image,2021-11-07 오후 9:46:17
IndexerBasic,2021-11-19 오후 12:28:40
Install_UI,2021-10-07 오후 7:53:23
item-pages,2021-11-23 오후 11:06:59
JumpListExplorer,2022-05-02 오전 4:28:47
KAPE,2022-12-15 오후 9:13:57
Linear regression 코드 및 MLP 코드 (주피터 노트북),2022-05-08 오후 9:59:33
login,2021-11-23 오후 11:32:08
login_main,2021-11-23 오후 11:47:40
login_main,2021-11-26 오후 7:37:33
main,2021-11-23 오후 11:04:07
Me,2021-10-07 오후 7:26:43
Me,2021-10-07 오후 7:26:29
Me,2022-10-14 오후 10:03:55
Me,2021-10-07 오후 9:31:32
Me,2021-10-07 오후 7:59:11
Me,2021-10-07 오후 7:54:35
Me,2021-10-07 오후 7:43:12
Me,2022-12-16 오후 8:44:47
Me\2021-2,2022-03-03 오전 9:05:17
Me\2021-2,2022-03-13 오후 10:32:41
Me\2022-1,2022-06-10 오후 12:49:16
Me\Code,2022-12-12 오후 11:56:10
Me\Code,2022-02-15 오후 10:18:51
Me\Code\C OR C++,2021-10-31 오전 12:09:30
Me\Code\C OR C++\ConsoleApp1,2021-10-22 오후 12:34:43
Me\Code\C OR C++\Project1,2021-10-30 오후 10:08:45
Me\Code\C OR C++\Project1\.vs,2021-10-30 오후 10:08:46
Me\Code\C OR C++\Project1\.vs\Project1,2021-10-30 오후 10:08:46
Me\Code\C OR C++\Project1\.vs\Project1\v16,2021-10-30 오후 10:08:47
Me\Code\C OR C++\Project1\.vs\Project1\v16\ipch,2021-10-30 오후 10:08:47
Me\Code\C OR C++\Project1\Debug,2021-10-30 오후 10:08:36
Me\Code\C OR C++\WindowsFormsApp1,2021-10-31 오전 12:09:35
Me\Code\C OR C++\WindowsFormsApp1\.vs,2021-10-26 오전 12:10:08
Me\Code\C OR C++\WindowsFormsApp1\.vs\WindowsFormsApp1,2021-10-26 오전 12:10:08
Me\Code\C OR C++\WindowsFormsApp1\.vs\WindowsFormsApp1\v16,2021-10-26 오전 12:10:08
Me\Code\C OR C++\WindowsFormsApp1\bin,2021-10-26 오전 12:09:02
Me\Code\C OR C++\WindowsFormsApp1\bin\Debug,2021-10-26 오전 12:09:02
Me\Code\C OR C++\WindowsFormsApp1\obj,2021-10-26 오전 12:10:00
Me\Code\C OR C++\WindowsFormsApp1\obj\Debug,2021-10-26 오전 12:10:02
Me\Code\C OR C++\WindowsFormsApp1\obj\Debug\TempPE,2021-10-26 오전 12:10:02
Me\Code\C OR C++\WindowsFormsApp1\Properties,2021-10-26 오전 12:09:57
Me\Code\PY,2022-12-17 오후 1:31:28
Me\Code\PY,2022-11-28 오후 9:50:31
Me\Code\PY\Android,2022-09-18 오후 5:47:23
Me\Code\PY\Case_Crawler,2022-11-21 오후 8:37:32
Me\Code\PY\chat,2022-05-27 오후 8:25:46
Me\Code\PY\Control_System,2022-11-25 오후 9:44:59
Me\Code\PY\Crawler,2022-11-10 오후 7:56:48
Me\Code\PY\Dark_project,2022-06-01 오전 1:40:42
Me\Code\PY\DF_CAT_Forensic_Tool,2022-12-13 오후 12:54:13
Me\Code\PY\DF_CAT_Forensic_Tool,2022-11-17 오후 9:05:20
Me\Code\PY\DF_CAT_Forensic_Tool\artifact_parser,2022-12-13 오후 12:54:13
Me\Code\PY\DF_CAT_Forensic_Tool\output,2022-11-17 오후 9:05:20
Me\Code\PY\machine,2022-06-01 오전 2:04:27
Me\Code\PY\machine\disasmbled,2022-05-27 오후 9:08:35
Me\Code\PY\machine\disasmbled\convert_test_benign,2022-05-27 오후 8:36:20
Me\Code\PY\machine\disasmbled\train__benign,2022-05-27 오후 8:36:23
Me\Code\PY\machine\study_img,2022-05-27 오후 8:36:15
Me\Code\Web,2021-10-30 오후 2:34:23
Me\Code\Web,2021-10-30 오전 11:47:48
Me\Install,2021-10-07 오후 7:59:11
Me\Install_UI,2021-10-07 오후 7:54:35
odbg110,2021-10-30 오후 5:04:26
odbg110,2022-12-13 오후 12:54:03
odbg110,2021-10-07 오후 10:28:10
odbg110,2021-10-07 오후 8:46:11
odbg110\IDA 7.2,2021-10-07 오후 11:23:40
odbg110\IDA_Pro_7.5,2021-10-30 오후 5:04:26
odbg110\odbg110,2021-10-07 오후 10:30:40
odbg110\odbg110\Plugin,2021-10-07 오후 10:30:40
odbg110\odbg201,2021-10-07 오후 11:23:40
odbg200,2021-11-27 오전 5:43:16
odbg201,2021-10-07 오후 8:28:50
Office Tool Plus 8.2.4.3 [TeamOS],2021-10-07 오후 8:03:59
output,2022-12-02 오전 2:18:27
PCRT-master,2021-11-27 오전 5:13:56
PCRT-master\examples,2021-11-27 오전 5:13:56
pestudio,2022-03-01 오후 5:54:17
Prefetch,2022-03-06 오전 2:56:30
PY,2021-10-07 오후 7:26:10
REGA Release,2021-12-07 오전 10:36:13
REGA Release,2021-11-28 오전 7:42:34
REGA Release,2021-12-10 오전 1:41:25
REGA Release\Debug,2021-12-10 오전 12:58:13
REGA Release\Debug,2021-12-10 오전 12:58:09
REGA Release\Debug\Debug,2021-12-10 오전 12:58:13
REGA_v1.5.3[Freeware],2022-05-02 오전 2:59:56
rogin,2021-11-23 오후 11:07:07
SecurityFirst,2022-12-06 오후 6:39:06
SecurityFirst\NewBie DegiterForensic,2022-03-24 오전 9:04:24
SecurityFirst\Newbie Digital Forensics,2022-03-24 오후 7:47:56
SecurityFirst\Write-up,2022-03-06 오후 11:37:52
solution,2022-03-13 오후 10:29:22
solution,2021-10-17 오후 10:50:11
source,2021-12-06 오후 4:23:39
source,2021-11-19 오후 12:15:54
startbootstrap-shop-homepage-gh-pages,2021-11-23 오후 10:42:17
startbootstrap-shop-homepage-gh-pages,2021-11-23 오후 10:42:00
startbootstrap-shop-homepage-gh-pages\css,2021-11-15 오후 6:40:49
startbootstrap-shop-homepage-gh-pages\img,2021-11-23 오후 10:42:00
startbootstrap-shop-homepage-gh-pages\vendor,2021-11-15 오후 6:40:58
startbootstrap-shop-homepage-gh-pages\vendor\bootstrap,2021-11-15 오후 6:40:56
startbootstrap-shop-homepage-gh-pages\vendor\bootstrap\css,2021-11-15 오후 6:40:53
startbootstrap-shop-homepage-gh-pages\vendor\bootstrap\js,2021-11-15 오후 6:40:56
startbootstrap-shop-homepage-gh-pages\vendor\jquery,2021-11-15 오후 6:40:58
startbootstrap-shop-item-gh-pages,2021-11-23 오후 10:41:38
startbootstrap-shop-item-gh-pages\assets,2021-11-23 오후 10:41:38
startbootstrap-shop-item-gh-pages\css,2021-11-23 오후 10:41:12
startbootstrap-shop-item-gh-pages\js,2021-11-23 오후 10:41:03
superfetch_csv,2022-04-10 오후 11:24:13
superfetch_csv,2022-03-29 오후 1:24:04
superfetch_csv,2022-03-28 오전 3:04:44
SyuSuk,2022-03-06 오전 3:50:02
SyuSuk,2022-03-06 오후 6:22:32
SyuSuk,2022-03-06 오후 5:31:54
test,2022-05-05 오전 9:16:47
testCSV,2022-05-10 오후 11:17:44
testCSV,2022-05-16 오전 3:28:38
testCSV,2022-05-07 오후 6:39:13
testCSV,2022-05-05 오전 10:05:28
testCSV,2022-05-16 오전 3:28:41
testJson,2022-05-05 오전 9:16:55
Tool,2022-11-28 오후 9:50:25
Tool,2022-06-30 오후 11:38:43
Tool\die_win32_portable_3.03,2021-12-30 오전 1:12:54
Tool\IDA_Pro_7.5,2021-11-09 오후 8:38:09
Tool\IDAPro68,2022-01-12 오후 3:34:55
Tool\malzilla_1.2.0,2021-12-17 오후 5:50:35
Tool\odbg110,2021-11-27 오전 5:46:55
Tool\odbg110\Plugin,2021-11-27 오전 5:46:55
Tool\odbg200,2021-11-27 오전 5:46:01
Tool\pestudio,2022-03-06 오후 10:52:19
Tool\REGA_v1.5.3[Freeware],2022-05-27 오후 10:56:14
Tool\release,2022-03-05 오후 11:06:00
Tool\release\x64,2022-03-09 오전 2:19:50
Tool\release\x64\plugins,2022-03-09 오전 2:19:50
Tool\snapshot_2021-11-24_01-25,2021-12-17 오후 5:47:58
Tool\snapshot_2021-11-24_01-25\pluginsdk,2021-11-27 오전 5:49:22
Tool\snapshot_2021-11-24_01-25\release,2021-11-27 오전 5:49:28
Tool\snapshot_2021-11-24_01-25\release\x64,2021-11-27 오전 5:49:28
Tool\winprefetchview-x64,2022-03-06 오후 10:51:56
tools,2022-11-29 오후 7:01:40
tools,2022-11-29 오후 7:01:55
tools,2022-11-29 오후 7:19:33
tools,2022-11-29 오후 6:50:24
tools\browserdownloadsview-x64,2022-11-28 오후 6:29:26
tools\browsinghistoryview-x64,2022-11-28 오후 7:24:24
tools\jumplistsview,2022-11-28 오후 7:34:58
tools\lastactivityview,2022-11-28 오후 7:49:41
tools\networkinterfacesview-x64,2022-11-28 오후 7:54:33
tools\outlookattachview-x64,2022-11-28 오후 8:00:41
tools\shellbagsview,2022-11-28 오후 8:12:08
tools\userassistview,2022-11-28 오후 8:16:14
tools\userprofilesview,2022-11-28 오후 8:25:41
tools\webbrowserbookmarksview,2022-11-28 오후 5:53:19
topsecret,2022-05-27 오후 11:39:19
topsecret (2),2022-06-13 오후 9:17:57
topsecret (2),2022-10-29 오후 5:26:33
topsecret (2),2022-05-27 오후 11:45:56
topsecret (2),2022-12-06 오후 6:38:57
topsecret (2),2022-09-29 오후 2:11:23
topsecret (2),2022-09-19 오후 1:39:43
topsecret (2),2022-09-19 오후 1:39:36
topsecret (2),2022-06-13 오후 9:17:46
topsecret (2)\2021-2,2022-10-14 오후 10:04:34
topsecret (2)\2022-1,2022-10-29 오후 5:38:48
topsecret (2)\2022-1,2022-12-01 오후 3:44:27
topsecret (2)\2022-2,2022-12-06 오후 6:38:58
Tor Browser,2022-02-14 오후 8:55:16
Tor Browser\Browser,2022-02-14 오후 9:25:27
Tor Browser\Browser\TorBrowser,2022-02-14 오후 9:25:28
Tor Browser\Browser\TorBrowser\Data,2022-02-14 오후 9:25:29
Tor Browser\Browser\TorBrowser\Data\Browser,2022-02-14 오후 9:25:30
Tor Browser\Browser\TorBrowser\Data\Browser\profile.default,2022-02-14 오후 9:25:30
upload,2022-03-06 오후 8:39:15
Users,2022-03-27 오후 9:45:18
Users,2022-03-27 오후 9:28:47
Users,2022-03-25 오전 2:35:12
Users,2022-03-25 오전 2:35:04
Users,2022-03-25 오전 2:42:43
Users,2022-03-18 오전 2:13:11
Users\User,2022-03-18 오전 2:13:12
Users\User\Crypto,2022-03-18 오전 2:13:12
Users\User\Crypto\Keys,2022-03-18 오전 2:13:12
WindowsFormsApp1,2021-10-26 오전 12:19:01
WindowsFormsApp1,2021-10-26 오전 12:24:38
WindowsFormsApp1\.vs,2021-10-26 오전 12:15:19
WindowsFormsApp1\.vs\WindowsFormsApp1,2021-10-26 오전 12:15:19
WindowsFormsApp1\bin,2021-10-26 오전 12:16:45
WindowsFormsApp1\bin\Debug,2021-10-26 오전 12:16:45
WindowsFormsApp1\obj,2021-10-26 오전 12:16:54
WindowsFormsApp1\obj\Debug,2021-10-26 오전 12:16:54
winprefetchview-x64,2022-03-06 오전 3:00:22
winprefetchview-x64\Prefetch,2022-03-06 오전 3:00:22
